item_id,method,case_id,operation,triple,occurrence
edit-132,gemma_base_gate,government-267561303433,add,"{""head"": ""Document:government-267561303433:对水利领域转让、出借资质证书或者以其他方式允许他人以本企业的名义承揽工程、投标等行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""1、立案阶段责任：发现涉嫌违法的行为予以审查，决定是否立案。 2、调查阶段责任：对立案的案件及时组织调查取证。执法人员不得少于两人，调查时应出示执法证件，保障当事人辩解及陈述的权利。 3、审查阶段责任：对案件违法事实、证据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查。 4、告知阶段责任：作出行政处罚决定前，应制作《行政处罚告知书》送达当事人，告知违法事实及其享有的陈述权、申辩权、要求听证权、申请行政复议权、提起行政诉讼等权利。 5、决定阶段责任：作出行政处罚决定，组织重大行政处罚案件集体讨论，制作行政处罚决定书，载明行政处罚告知、当事人陈述申辩等内容。 6、送达阶段责任：依法送达行政处罚决定书。""}",0
edit-133,gemma_diagnosis_gate,government-28de1bc53024,remove,"{""head"": ""Document:government-28de1bc53024:扣押涉案的财物"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国治安管理处罚法》第八十九条""}",0
edit-134,archived_diagnosis_gate,government-9f6008ad8a0e,remove,"{""head"": ""Document:government-9f6008ad8a0e:对不按照规定提交年度报告、报表进行年检，拒绝接受监督检查或者弄虚作假的 ；不按规定测绘井上、井下工程对照图的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""《陕西省矿产资源管理条例》（1999年11月30日陕西省第九届人民代表大会常务委员会第十二次会议通过 2020年6月陕西省人民代表大会常务委员会公告〔13届〕第36号第三次修正）第五十三条第一款""}",0
edit-135,archived_simple,government-546aaf79e226,add,"{""head"": ""Document:government-546aaf79e226:对向水体排放油类、酸液、碱液的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任：行政处罚应当在法定期限内立案""}",0
edit-136,archived_diagnosis_gate,government-b7c8f18f7b98,add,"{""head"": ""Document:government-b7c8f18f7b98:对生产经营被包装材料、容器、运输工具等污染的食品、食品添加剂；生产经营无标签的预包装食品、食品添加剂或者标签、说明书不符合本法规定的食品、食品添加剂；生产经营转基因食品未按规定进行标示；食品生产经营者"", ""relation"": ""权力类型"", ""tail"": ""行政处罚""}",0
edit-137,archived_diagnosis_gate,government-27ceaef34223,add,"{""head"": ""Document:government-27ceaef34223:对民办学校未按照国家统一的会计制度进行会计核算、编制财务会计报告，财务、资产管理混乱，或者违反法律、法规增加收费项目、提高收费标准的处罚"", ""relation"": ""行驶主体"", ""tail"": ""西安市人力资源和社会保障局""}",0
edit-138,archived_simple,government-7e30032da8be,add,"{""head"": ""Document:government-7e30032da8be:对招标人以不合理的条件限制或者排斥潜在投标人的，对潜在投标人实行歧视待遇的，强制要求投标人组成联合体共同投标的，或者限制投标人之间竞争的处罚"", ""relation"": ""服务事项"", ""tail"": ""对招标人以不合理的条件限制或者排斥潜在投标人的，对潜在投标人实行歧视待遇的，强制要求投标人组成联合体共同投标的，或者限制投标人之间竞争的，责令改正，可以处一万元以上五万元以下的罚款。""}",0
edit-139,gemma_diagnosis_gate,government-2ff87373f537,add,"{""head"": ""Document:government-2ff87373f537:对客运经营者以欺骗、强迫、威胁或者兜圈绕行等不正当手段招揽旅客；无正当理由终止运输、中途更换车辆或者将旅客交他人运送；伪造、倒卖、转让、涂改道路运输证和客运标志牌；因车辆发生故障、事故等原因确需中途更"", ""relation"": ""服务事项"", ""tail"": ""对客运经营者以欺骗、强迫、威胁或者兜圈绕行等不正当手段招揽旅客；无正当理由终止运输、中途更换车辆或者将旅客交他人运送；伪造、倒卖、转让、涂改道路运输证和客运标志牌；因车辆发生故障、事故等原因确需中途更换车辆或者将旅客交他人运送确重复收费；导致运输质量下降的，拒绝向旅客退还相应的票款差额的处罚。""}",0
edit-140,archived_simple,government-5ceb8fb7d460,add,"{""head"": ""Document:government-5ceb8fb7d460:对非演出场所经营单位擅自举办演出的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任，审查拟处罚决定内容事实依据，如符合听证条件且当事人提出听证要求，按要求组织听证""}",0
edit-141,archived_simple,government-ada4294cd92d,add,"{""head"": ""Document:government-ada4294cd92d:对旅行社委派的导游人员和领队人员未持有国家规定的导游证或者不具备领队条件的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任""}",0
edit-142,gemma_shacl_context_gate,government-1d0146f05f63,add,"{""head"": ""Document:government-1d0146f05f63:工伤认定"", ""relation"": ""实施依据"", ""tail"": ""《工伤保险条例》（2003年4月27日国务院令第375号公布，2010年12月20日国务院令第586号修订）第五条""}",0
edit-143,archived_simple,government-b7c8f18f7b98,add,"{""head"": ""Document:government-b7c8f18f7b98:对生产经营被包装材料、容器、运输工具等污染的食品、食品添加剂；生产经营无标签的预包装食品、食品添加剂或者标签、说明书不符合本法规定的食品、食品添加剂；生产经营转基因食品未按规定进行标示；食品生产经营者"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国食品安全法》（2021年修订） 第一百二十五条""}",0
edit-144,archived_simple,environment-7cc9ffda6577,add,"{""head"": ""Document:environment-7cc9ffda6577:环境执法处罚：篡改伪造监测数据"", ""relation"": ""责任事项"", ""tail"": ""违法主体：某危废处置中心 违法行为：篡改伪造监测数据 处罚类型：行政拘留 处罚金额：3万元 污染物：氰化物 处罚日期：2024-07-05 案件编号：环监罚字[2023]106号""}",0
edit-145,gemma_diagnosis_gate,government-27ceaef34223,add,"{""head"": ""Document:government-27ceaef34223:对民办学校未按照国家统一的会计制度进行会计核算、编制财务会计报告，财务、资产管理混乱，或者违反法律、法规增加收费项目、提高收费标准的处罚"", ""relation"": ""服务事项"", ""tail"": ""对民办学校未按照国家统一的会计制度进行会计核算、编制财务会计报告，财务、资产管理混乱，或者违反法律、法规增加收费项目、提高收费标准的处罚""}",0
edit-146,gemma_base_gate,government-2259afc0e111,add,"{""head"": ""Document:government-2259afc0e111:对政府非税收入政策执行情况的检查"", ""relation"": ""实施依据"", ""tail"": ""《政府非税收入管理办法》（财税[2016]33号） 第三十四条 各级财政部门应当建立健全非税收入监督管理制度，加强非税收入政策执行情况的监督检查，依法处理非税收入违法违规行为。 第三十五条 执收单位应当建立健全内部控制制度，接受财政部门和审计机关的监督检查，如实提供非税收入情况和相关资料。。""}",0
edit-147,archived_diagnosis_gate,government-75bedf0d3f3c,remove,"{""head"": ""Document:government-75bedf0d3f3c:对伪造、变造、倒卖、出租、出借废弃电器电子产品处理资格证书等行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任：行政处罚应当在法定期限内立案""}",0
edit-148,gemma_diagnosis_gate,government-1d0146f05f63,remove,"{""head"": ""Document:government-1d0146f05f63:工伤认定"", ""relation"": ""责任事项"", ""tail"": ""受理阶段责任、审查阶段责任、决定阶段责任、送达阶段责任、事后监管阶段责任""}",0
edit-149,archived_simple,government-e9f38f0ecbce,add,"{""head"": ""Document:government-e9f38f0ecbce:对职业健康检查机构未指定主检医师或者指定的主检医师未取得职业病诊断资格；未按要求建立职业健康检查档案；未履行职业健康检查信息报告义务；未按照相关职业健康监护技术规范规定开展工作的处罚"", ""relation"": ""承办机构"", ""tail"": ""职业健康处""}",0
edit-150,archived_diagnosis_gate,government-b7c8f18f7b98,add,"{""head"": ""Document:government-b7c8f18f7b98:对生产经营被包装材料、容器、运输工具等污染的食品、食品添加剂；生产经营无标签的预包装食品、食品添加剂或者标签、说明书不符合本法规定的食品、食品添加剂；生产经营转基因食品未按规定进行标示；食品生产经营者"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国食品安全法》（2021年修订） 第一百二十五条""}",0
edit-151,archived_simple,government-3973dc6cd196,add,"{""head"": ""Document:government-3973dc6cd196:对涂改、伪造、转让《供血浆证》的处罚"", ""relation"": ""责任事项"", ""tail"": ""执行责任：依照已经生效的行政处罚决定执行""}",0
edit-152,archived_simple,government-e9f38f0ecbce,add,"{""head"": ""Document:government-e9f38f0ecbce:对职业健康检查机构未指定主检医师或者指定的主检医师未取得职业病诊断资格；未按要求建立职业健康检查档案；未履行职业健康检查信息报告义务；未按照相关职业健康监护技术规范规定开展工作的处罚"", ""relation"": ""监管电话"", ""tail"": ""02986787643""}",0
edit-153,archived_simple,government-28de1bc53024,add,"{""head"": ""Document:government-28de1bc53024:扣押涉案的财物"", ""relation"": ""责任事项"", ""tail"": ""其他法律法规规章文件规定应履行的责任""}",0
edit-154,archived_diagnosis_gate,government-2259afc0e111,add,"{""head"": ""Document:government-2259afc0e111:对政府非税收入政策执行情况的检查"", ""relation"": ""实施依据"", ""tail"": ""《政府非税收入管理办法》（财税[2016]33号）""}",0
edit-155,archived_simple,government-5ceb8fb7d460,add,"{""head"": ""Document:government-5ceb8fb7d460:对非演出场所经营单位擅自举办演出的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""调查阶段责任，调查后提出处理意见，向当事人发出行政处罚事先告知书""}",0
edit-156,gemma_base_gate,government-0133725f2f34,add,"{""head"": ""Document:government-0133725f2f34:对个人违法违规使用医疗保障基金的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""1.立案责任：通过投诉、举报、其他部门移送、上级交办等途径发现的违法违规行为线索，予以审查，决定是否立案。 2.调查责任：对立案的案件及时组织调查取证，与当事人有直接利害关系的应当回避。执法人员不得少于两人，询问或者检查应当制作笔录，允许当事人辩解。 3.审查责任：对案件的违法事实、证据、调查取证程序、法律适用、处罚种类及幅度、当事人陈述和申辩等进行审查，提出处理意见。 4.告知责任：作出行政处罚决定前，应制作《行政处罚告知书》送达当事人，告知其作出行政处罚决定的事实、理由及依据，并告知当事人依法享有的权利。符合听证规定的，制作并送达《行政处罚听证告知书》。 5.决定责任：作出处罚决定，制作《行政处罚决定书》，并载明行政处罚告知、当""}",0
edit-157,archived_diagnosis_gate,government-27ceaef34223,add,"{""head"": ""Document:government-27ceaef34223:对民办学校未按照国家统一的会计制度进行会计核算、编制财务会计报告，财务、资产管理混乱，或者违反法律、法规增加收费项目、提高收费标准的处罚"", ""relation"": ""监管电话"", ""tail"": ""029-86786928""}",0
edit-158,gemma_base_gate,government-1d0146f05f63,remove,"{""head"": ""Document:government-1d0146f05f63:工伤认定"", ""relation"": ""实施依据"", ""tail"": ""《工伤保险条例》（2003年4月27日国务院令第375号公布，2010年12月20日国务院令第586号修订）第五条、第十七条""}",0
edit-159,archived_diagnosis_gate,government-123148e99b2a,add,"{""head"": ""Document:government-123148e99b2a:对未按规定配备与其规模相适应的医疗器械质量管理机构或者质量管理人员，或者未按规定建立覆盖质量管理全过程的使用质量管理制度的；未按规定由指定的部门或者人员统一采购医疗器械的；购进、使用未备案的第一类医疗"", ""relation"": ""权力类型"", ""tail"": ""行政处罚""}",0
edit-160,archived_simple,government-3e9dd9632fa8,add,"{""head"": ""Document:government-3e9dd9632fa8:外国人居留许可证核发"", ""relation"": ""责任事项"", ""tail"": ""其他法律法规政策规定应承担的责任""}",0
edit-161,gemma_diagnosis_gate,government-0aada7eebec8,add,"{""head"": ""Document:government-0aada7eebec8:对广告内容违反《中华人民广告法》第八条规定的；广告引证内容违反《中华人民广告法》第十一条规定的；涉及专利的广告违反《中华人民广告法》第十二条规定的；广告贬低其他生产经营者的商品或者服务的；广告经营者、"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国广告法》（2021年修订） 第五十九条""}",0
edit-162,archived_simple,government-8ddba1d9acf7,add,"{""head"": ""Document:government-8ddba1d9acf7:对发布未依法取得资质认定的食品检验机构出具的食品检验信息，或者利用上述检验信息对食品、食品生产经营者进行等级评定，欺骗、误导消费者的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任：市场监管部门根据调查取证结果，对案件违法事实、依据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查，提出处理意见""}",0
edit-163,gemma_base_gate,government-267561303433,add,"{""head"": ""Document:government-267561303433:对水利领域转让、出借资质证书或者以其他方式允许他人以本企业的名义承揽工程、投标等行为的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""1.《中华人民共和国建筑法》（2019修正）第六十六条 建筑施工企业转让、出借资质证书或者以其他方式允许他人以本企业的名义承揽工程的，责令改正，没收违法所得，并处罚款，可以责令停业整顿，降低资质等级；情节严重的，吊销资质证书。对因该项承揽工程不符合规定的质量标准造成的损失，建筑施工企业与使用本企业名义的单位或者个人承担连带赔偿责任。 2.《建设工程质量管理条例》（2000年1月30日国务院令第279号公布，2019修订）第六十一条 违反本条例规定，勘察、设计、施工、工程监理单位允许其他单位或者个人以本单位名义承揽工程的，责令改正，没收违法所得，对勘察、设计单位和工程监理单位处合同约定的勘察费、设计费和监理酬金1倍以上2倍以下的罚款；。""}",0
edit-164,archived_simple,government-3235e3648e32,add,"{""head"": ""Document:government-3235e3648e32:对未取得生鲜乳收购许可证收购生鲜乳的；或生鲜乳收购站取得生鲜乳收购许可证后，不再符合许可条件继续从事生鲜乳收购的；或生鲜乳收购站收购本条例第二十四条规定禁止收购的生鲜乳的行政处罚"", ""relation"": ""行驶主体"", ""tail"": ""西安市农业农村局（市乡村振兴局）""}",0
edit-165,gemma_diagnosis_gate,government-3235e3648e32,add,"{""head"": ""Document:government-3235e3648e32:对未取得生鲜乳收购许可证收购生鲜乳的；或生鲜乳收购站取得生鲜乳收购许可证后，不再符合许可条件继续从事生鲜乳收购的；或生鲜乳收购站收购本条例第二十四条规定禁止收购的生鲜乳的行政处罚"", ""relation"": ""承办机构"", ""tail"": ""市农业综合执法支队""}",0
edit-166,archived_diagnosis_gate,government-da0766bfb46f,add,"{""head"": ""Document:government-da0766bfb46f:对逾期不缴纳水土保持补偿费行为的加处罚款或滞纳金"", ""relation"": ""责任事项"", ""tail"": ""审查当事人是否存在违反水土保持法律法规的行为。对拒不停止违法行为，造成严重水土流失的或者有其他严重违法情节的，催告当事人履行义务，制作催告书，并予以公告。""}",0
edit-167,archived_simple,government-f75d2fddf269,add,"{""head"": ""Document:government-f75d2fddf269:人力资源服务企业备案"", ""relation"": ""实施依据"", ""tail"": ""《陕西省人力资源市场条例》第二十一条""}",0
edit-168,archived_simple,environment-0c6bdf88582b,add,"{""head"": ""Document:environment-0c6bdf88582b:环境执法处罚：危险废物未按规定贮存"", ""relation"": ""责任事项"", ""tail"": ""违法主体：茅台电镀厂 违法行为：危险废物未按规定贮存 处罚类型：责令改正 处罚金额：5万元 污染物：挥发性有机化合物 处罚日期：2020-11-25 案件编号：环保罚字[2021]257号""}",0
edit-169,archived_diagnosis_gate,government-10a48db0d2e7,add,"{""head"": ""Document:government-10a48db0d2e7:对市场主体登记备案事项、公示信息情况的监督检查"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国市场主体登记管理条例实施细则》（国家市场监督管理总局令第52号公布,2022.03.01施行） 第六十六条 登记机关应当随机抽取检查对象、随机选派执法检查人员，对市场主体的登记备案事项、公示信息情况等进行抽查，并将抽查检查结果通过国家企业信用信息公示系统向社会公示。必要时可以委托会计师事务所、税务师事务所、律师事务所等专业机构开展审计、验资、咨询等相关工作，依法使用其他政府部门作出的检查、核查结果或者专业机构作出的专业结论。""}",0
edit-170,archived_simple,government-6d75a9f8f58a,add,"{""head"": ""Document:government-6d75a9f8f58a:对危险化学品生产企业有未提供化学品安全技术说明书，或者未在包装（包括外包装件）上粘贴、拴挂化学品安全标签等行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任：在举报、上级交办、下级报请、事故和监督检查中发现当事人涉嫌违法的，应予以审查，决定是否立案。调查阶段责任：对立案的案件，指定专人负责，执法人员不得少于两人，与当事人有直接利害关系的应当回避。调查时出示执法证件，允许当事人陈述和申辩；行政机关在收集证据时，可以采取抽样取证的方法；调查终结后，拟写调查报告，并按程序审批。审查阶段责任：审查调查终结报告，对案件违法事实、证据、调查取证程序、法律适用处罚种类和幅度、当事人陈述申辩理由等方面进行审查，根据不同情况作出决定。告知阶段责任：作出处罚决定前，应制作《行政处罚告知书》，送达当事人，告知当事人违法事实、理由及依据，并告知其享有的陈述、申辩、要求听证等权利""}",0
edit-171,gemma_diagnosis_gate,government-3235e3648e32,add,"{""head"": ""Document:government-3235e3648e32:对未取得生鲜乳收购许可证收购生鲜乳的；或生鲜乳收购站取得生鲜乳收购许可证后，不再符合许可条件继续从事生鲜乳收购的；或生鲜乳收购站收购本条例第二十四条规定禁止收购的生鲜乳的行政处罚"", ""relation"": ""行驶主体"", ""tail"": ""西安市农业农村局（市乡村振兴局）""}",0
edit-172,archived_simple,government-08f42137d50f,add,"{""head"": ""Document:government-08f42137d50f:对商品现货市场的行政检查"", ""relation"": ""责任事项"", ""tail"": ""检查责任：对经营企业开展监督检查。处置责任：根据检查情况，依法采取相应的处置措施。信息公开责任：按照相关规定办理信息公开事项。其他责任：法律法规规章文件规定应履行的其他责任。""}",0
edit-173,gemma_diagnosis_gate,government-1b02073ace3b,remove,"{""head"": ""Document:government-1b02073ace3b:对有色企业铝加工深井铸造机钢丝卷扬系统选用非钢芯钢丝绳，或者未落实 钢丝绳定期检查、更换制度的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国安全生产法》第一百零二条""}",0
edit-174,gemma_diagnosis_gate,government-123148e99b2a,add,"{""head"": ""Document:government-123148e99b2a:对未按规定配备与其规模相适应的医疗器械质量管理机构或者质量管理人员，或者未按规定建立覆盖质量管理全过程的使用质量管理制度的；未按规定由指定的部门或者人员统一采购医疗器械的；购进、使用未备案的第一类医疗"", ""relation"": ""责任事项"", ""tail"": ""1.立案阶段责任：对经核查有证据初步证明存在违反市场监督管理法律、法规、规章的行为，应当立案查处。 2.调查阶段责任：市场监管部门决定立案查处的案件，应指定两名以上具有行政执法资格的办案人员负责调查处理。办案人员应当全面、客观、公正、及时进行案件调查，收集、调取证据，并依照法律、法规、规章的规定进行检查。 3.审查阶段责任：市场监管部门根据调查取证结果，对案件违法事实、依据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查，提出处理意见。 4.决定阶段责任：调查审查结束后，调查人员应当将调查审查情况及处理意见报市场监督管理部门负责人审批。情节复杂或者重大违法行为在负责人作出行政处罚决定前应当进行法制审核。""}",0
edit-175,archived_diagnosis_gate,government-f6d9be90456b,remove,"{""head"": ""Document:government-f6d9be90456b:对有色企业使用煤气（天然气）并强制送风的燃烧装置的燃气总管未设置压 力监测报警装置，或者监测报警装置未与紧急自动切断装置联锁的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""《工贸企业重大事故隐患判定标准》（应急管理部令第10号公布）第五条""}",0
edit-176,archived_simple,government-6b8726993c79,add,"{""head"": ""Document:government-6b8726993c79:对道路运输及相关业务及其经营场所、客货集散地的监督检查"", ""relation"": ""责任事项"", ""tail"": ""处置移送阶段责任：对有问题的检查对象下发处理决定通知。对职权范围外问题移送相关部门""}",0
edit-177,archived_simple,government-4b806a9d69cf,remove,"{""head"": ""Document:government-4b806a9d69cf:对使用他人业经登记的船舶烟囱标志、公司旗的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任：发现涉嫌违法的行为予以审查，决定是否立案""}",0
edit-178,archived_simple,government-1b02073ace3b,add,"{""head"": ""Document:government-1b02073ace3b:对有色企业铝加工深井铸造机钢丝卷扬系统选用非钢芯钢丝绳，或者未落实 钢丝绳定期检查、更换制度的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""告知阶段责任：作出处罚决定前，应制作《行政处罚告知书》，送达当事人，告知当事人违法事实、理由及依据，并告知其享有的陈述、申辞、要求听证等权利""}",0
edit-179,archived_simple,government-4e8efca9eb4c,add,"{""head"": ""Document:government-4e8efca9eb4c:对水利领域依法必须进行招标的项目，招标人不按照规定组建评标委员会，或者确定、更换评标委员会成员违反招标投标法和招标投标法实施条例规定行为的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国招标投标法实施条例》（2011年12月20日国务院令第613号公布，2019修订）第七十条第一款""}",0
edit-180,archived_simple,government-fc4bd6117122,add,"{""head"": ""Document:government-fc4bd6117122:挖掘、占用、利用、跨（穿）越水工程设施建设活动批准"", ""relation"": ""实施依据"", ""tail"": ""《陕西省水工程管理条例》（2018修正）第十五条：兴建铁路、公路、厂矿、铺设管道等，须挖掘、占用、利用、跨（穿）越水工程的设施的，建设单位应当征求工程管理单位与水工程所有者的意见，经有关部门批准，并与其签订协议后方可施工。""}",0
edit-181,archived_simple,government-267561303433,add,"{""head"": ""Document:government-267561303433:对水利领域转让、出借资质证书或者以其他方式允许他人以本企业的名义承揽工程、投标等行为的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""《建设工程质量管理条例》（2000年1月30日国务院令第279号公布，2019修订）第六十一条""}",0
edit-182,archived_simple,government-267561303433,add,"{""head"": ""Document:government-267561303433:对水利领域转让、出借资质证书或者以其他方式允许他人以本企业的名义承揽工程、投标等行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任：对案件违法事实、证据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查""}",0
edit-183,archived_diagnosis_gate,government-8ddba1d9acf7,remove,"{""head"": ""Document:government-8ddba1d9acf7:对发布未依法取得资质认定的食品检验机构出具的食品检验信息，或者利用上述检验信息对食品、食品生产经营者进行等级评定，欺骗、误导消费者的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""《食品安全法实施条例》第八十条""}",0
edit-184,archived_simple,government-cdd48286f4f5,remove,"{""head"": ""Document:government-cdd48286f4f5:对易燃易爆危险品场所未与居住场所保持安全距离的处罚"", ""relation"": ""责任事项"", ""tail"": ""受案阶段责任：在举报、上级交办、下级报请、事故和监督检查中发现当事人涉嫌违法的，应予以审查，决定是否受案""}",0
edit-185,archived_simple,government-1e0b7611abe9,add,"{""head"": ""Document:government-1e0b7611abe9:对船舶未在码头、泊位或者依法公布的锚地、停泊区、作业区停泊的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""告知阶段责任：作出行政处罚决定前，应制作违法行为通知书，告知当事人违法事实及其享有的陈述申辩及要求听证的权利""}",0
edit-186,gemma_shacl_context_gate,government-123148e99b2a,add,"{""head"": ""Document:government-123148e99b2a:对未按规定配备与其规模相适应的医疗器械质量管理机构或者质量管理人员，或者未按规定建立覆盖质量管理全过程的使用质量管理制度的；未按规定由指定的部门或者人员统一采购医疗器械的；购进、使用未备案的第一类医疗"", ""relation"": ""承办机构"", ""tail"": ""综合执法支队""}",0
edit-187,archived_simple,government-f75d2fddf269,add,"{""head"": ""Document:government-f75d2fddf269:人力资源服务企业备案"", ""relation"": ""责任事项"", ""tail"": ""事后监管阶段责任：对检查中发现的问题整改情况进行监督检查""}",0
edit-188,archived_diagnosis_gate,government-b7c8f18f7b98,add,"{""head"": ""Document:government-b7c8f18f7b98:对生产经营被包装材料、容器、运输工具等污染的食品、食品添加剂；生产经营无标签的预包装食品、食品添加剂或者标签、说明书不符合本法规定的食品、食品添加剂；生产经营转基因食品未按规定进行标示；食品生产经营者"", ""relation"": ""服务事项"", ""tail"": ""对生产经营被包装材料、容器、运输工具等污染的食品、食品添加剂；生产经营无标签的预包装食品、食品添加剂或者标签、说明书不符合本法规定的食品、食品添加剂；生产经营转基因食品未按规定进行标示；食品生产经营者采购或者使用不符合食品安全标准的食品原料、食品添加剂、食品相关产品的；生产经营的食品、食品添加剂的标签、说明书存在瑕疵但不影响食品安全且不会对消费者造成误导的行政处罚""}",0
edit-189,archived_simple,government-2b05bdf976f6,add,"{""head"": ""Document:government-2b05bdf976f6:对违反通过网络社交、网络直播等网络服务开展网络交易活动的网络交易经营者，应当以显著方式展示商品或者服务及其实际经营主体、售后服务等信息，或者上述信息的链接标识；网络直播服务提供者对网络交易活动的直播视"", ""relation"": ""服务事项"", ""tail"": ""对违反通过网络社交、网络直播等网络服务开展网络交易活动的网络交易经营者，应当以显著方式展示商品或者服务及其实际经营主体、售后服务等信息，或者上述信息的链接标识；网络直播服务提供者对网络交易活动的直播视频保存时间自直播结束之日起不少于三年的规定的行政处罚""}",0
edit-190,archived_simple,government-2b05bdf976f6,add,"{""head"": ""Document:government-2b05bdf976f6:对违反通过网络社交、网络直播等网络服务开展网络交易活动的网络交易经营者，应当以显著方式展示商品或者服务及其实际经营主体、售后服务等信息，或者上述信息的链接标识；网络直播服务提供者对网络交易活动的直播视"", ""relation"": ""权力类型"", ""tail"": ""行政处罚""}",0
edit-191,archived_diagnosis_gate,government-2fc4dd65e576,add,"{""head"": ""Document:government-2fc4dd65e576:对鉴定人和鉴定机构违法行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案责任""}",0
edit-192,archived_simple,government-c436d37f700f,add,"{""head"": ""Document:government-c436d37f700f:对以收容救护为名买卖（水生）野生动物及其制品行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任：对案件的违法事实、收集的证据、办案程序、法律适用、处罚种类和幅度、当事人陈述申辩理由等进行审查，提出处理意见""}",0
edit-193,gemma_shacl_context_gate,government-38d8e7495369,remove,"{""head"": ""Document:government-38d8e7495369:对种植不符合耕地种植用途管控要求作物的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任：发现涉嫌违法的行为应在7日内（特殊情况经批准可延长7日）予以核查，决定是否立案""}",0
edit-194,archived_simple,government-38d8e7495369,add,"{""head"": ""Document:government-38d8e7495369:对种植不符合耕地种植用途管控要求作物的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""告知阶段责任：作出行政处罚前，书面告知相对人作出行政处罚""}",0
edit-195,gemma_diagnosis_gate,government-267561303433,add,"{""head"": ""Document:government-267561303433:对水利领域转让、出借资质证书或者以其他方式允许他人以本企业的名义承揽工程、投标等行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""1、立案阶段责任：发现涉嫌违法的行为予以审查，决定是否立案。 2、调查阶段责任：对立案的案件及时组织调查取证。执法人员不得少于两人，调查时应出示执法证件，保障当事人辩解及陈述的权利。 3、审查阶段责任：对案件违法事实、证据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查。 4、告知阶段责任：作出行政处罚决定前，应制作《行政处罚告知书》送达当事人，告知违法事实及其享有的陈述权、申辩权、要求听证权、申请行政复议权、提起行政诉讼等权利。 5、决定阶段责任：作出行政处罚决定，组织重大行政处罚案件集体讨论，制作行政处罚决定书，载明行政处罚告知、当事人陈述申辩等内容。 6、送达阶段责任：依法送达行政处罚决定书。""}",0
edit-196,gemma_base_gate,government-2ff87373f537,add,"{""head"": ""Document:government-2ff87373f537:对客运经营者以欺骗、强迫、威胁或者兜圈绕行等不正当手段招揽旅客；无正当理由终止运输、中途更换车辆或者将旅客交他人运送；伪造、倒卖、转让、涂改道路运输证和客运标志牌；因车辆发生故障、事故等原因确需中途更"", ""relation"": ""责任事项"", ""tail"": ""1.立案阶段责任：发现涉嫌违法的行为予以审查，决定是否立案。 2.调查阶段责任：对立案的案件及时组织调查取证。执法人员不得少于两人，调查时应出示执法证件，保障当事人陈述申辩的权利。 3.审查阶段责任：对案件违法事实、证据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩权利等方面进行审查。 4.告知阶段责任：作出行政处罚决定前，应制作违法行为通知书，告知当事人违法事实及其享有的陈述申辩及要求听证的权利。 5.决定阶段责任：作出行政处罚决定，制作行政处罚决定书，载明违法事实、行政处罚告知、当事人陈述申辩及听证情况、作出处罚的依据及罚款数额、履行方式、当事人享有的申请行政复议、提起行政诉讼等救济权利内容等。 6.送达阶段责任：依""}",0
